site_id,destination,name,lat_hotel,lon_hotel,url,hotel_id,review_score,description,address,lat_site,lon_site,avg_temp_c,expected_rain_mm,nice_score
7,Amiens,Le Vivier,49.885365,2.269669,https://www.booking.com/hotel/fr/le-vivier-amiens.en-gb.html,le-vivier-amiens,8.1,"Set in Amiens, 2.4 km from Zénith d'Amiens, Le Vivier offers accommodation with a shared lounge, fr…","593 rue de rouen, 80000 Amiens, France",49.8941708,2.2956951,16.52,0.04,16.5
7,Amiens,Première Classe Amiens,49.918568,2.293313,https://www.booking.com/hotel/fr/premia-re-classe-amiens.en-gb.html,premia-re-classe-amiens,6.5,Première Classe Amiens is 3 km from the centre of Amiens and its cathedral. This hotel offers free…,"Rue Raphael, 80080 Amiens, France",49.8941708,2.2956951,16.52,0.04,16.5
7,Amiens,The Originals Boutique Hôtel Amiens Sud,49.879613,2.266651,https://www.booking.com/hotel/fr/the-originals-boutique-amiens-sud-chu-amiens.en-gb.html,the-originals-boutique-amiens-sud-chu-amiens,8.5,"Situated in Amiens, 3.6 km from Zénith d'Amiens, The Originals Boutique Hôtel Amiens Sud features a…","73 avenue Valery Giscard d'Estaing, 80000 Amiens, France",49.8941708,2.2956951,16.52,0.04,16.5
7,Amiens,DOMITYS - La Plume de Samara - Résidence sénior,49.879141,2.264739,https://www.booking.com/hotel/fr/domitys-la-plume-de-samara.en-gb.html,domitys-la-plume-de-samara,9.1,"Located just 3.8 km from Zénith d'Amiens, DOMITYS - La Plume de Samara - Résidence sénior features…","Rue du Professeur Christian Cabrol, 80000 Amiens, France",49.8941708,2.2956951,16.52,0.04,16.5
7,Amiens,Comfort Hotel Amiens Nord,49.925134,2.304573,https://www.booking.com/hotel/fr/kyriad-amiens-nord-xml.en-gb.html,kyriad-amiens-nord-xml,7.3,Comfort Hotel Amiens Nord is just 4 km from Amiens city centre and offers accommodation in a hotel…,"Zac St Ladre - Rue le Greco, 80085 Amiens, France",49.8941708,2.2956951,16.52,0.04,16.5
7,Amiens,Mercure Amiens Cathédrale,49.895711,2.299562,https://www.booking.com/hotel/fr/mercure-amiens-cathdrale.en-gb.html,mercure-amiens-cathdrale,8.4,"The 4-star Mercure hotel is situated in front of France's biggest medieval cathedral, which is list…","21/23 Rue Flatters, 80000 Amiens, France",49.8941708,2.2956951,16.52,0.04,16.5
7,Amiens,Hôtel Inn Design Resto Novo Amiens,49.86076,2.276514,https://www.booking.com/hotel/fr/hotel-inn-design.en-gb.html,hotel-inn-design,7.7,"Located in Dury within a business zone (office), the Inn Design hotel offers you all the necessary…","4 Allee de la Pepiniere Village Oasis, 80480 Dury, France",49.8941708,2.2956951,16.52,0.04,16.5
7,Amiens,Hôtel Spa Marotte,49.891051,2.301151,https://www.booking.com/hotel/fr/ha-tel-marotte.en-gb.html,ha-tel-marotte,7.9,"Located in the centre of Amiens, 500 metres from the train station and set in a traditional buildin…","3 rue Marotte, 80000 Amiens, France",49.8941708,2.2956951,16.52,0.04,16.5
7,Amiens,Chez Victor H,49.892289,2.302586,https://www.booking.com/hotel/fr/victor-hugo-amiens2.en-gb.html,victor-hugo-amiens2,8.0,"Located in Amiens and with Amiens Train Station reachable within 600 metres, Chez Victor H provides…","26 Rue Victor Hugo, 80000 Amiens, France",49.8941708,2.2956951,16.52,0.04,16.5
7,Amiens,Hotel Le Prieuré et La Résidence,49.894445,2.300942,https://www.booking.com/hotel/fr/le-prieure-amiens.en-gb.html,le-prieure-amiens,8.4,"Located in Amiens city centre, Hotel Le Prieuré et la Résidence are at the foot of the Amiens Cathe…","17 Rue Porion, 80000 Amiens, France",49.8941708,2.2956951,16.52,0.04,16.5
29,Carcassonne,SOWELL HOTELS Les Chevaliers,43.211032,2.3582,https://www.booking.com/hotel/fr/soleil-vacances-les-chevaliers.en-gb.html,soleil-vacances-les-chevaliers,8.2,"Set a 2-minute walk from the Aude river and featuring views of the Pont Vieux bridge, SOWELL HOTELS…","2 bis Rue des Calquières, 11000 Carcassonne, France",43.2130358,2.3491069,17.96,2.67,16.62
29,Carcassonne,Hotel Du Pont Vieux,43.209051,2.361798,https://www.booking.com/hotel/fr/du-pont-vieux.en-gb.html,du-pont-vieux,8.9,"Ideally located at the foot of the fortified town at Carcassonne, in an 18th-century building, this…","32 Rue Trivalle, 11000 Carcassonne, France",43.2130358,2.3491069,17.96,2.67,16.62
29,Carcassonne,Adonis Carcassonne,43.204784,2.36022,https://www.booking.com/hotel/fr/adonis-la-barbacane.en-gb.html,adonis-la-barbacane,7.5,"Adonis Carcassonne offers accommodation at the foot of the historic centre, just 350 metres from th…","15, rue de la Barbacane, 11000 Carcassonne, France",43.2130358,2.3491069,17.96,2.67,16.62
29,Carcassonne,Hôtel Le Donjon - Cœur de La Cité Médiévale,43.206464,2.363634,https://www.booking.com/hotel/fr/ledonjon.en-gb.html,ledonjon,8.4,"Located in the heart of the medieval city of Carcassonne, Hôtel Le Donjon - Cœur de La Cité Médiéva…","2 Rue Du Comte Roger, La Cité, 11000 Carcassonne, France",43.2130358,2.3491069,17.96,2.67,16.62
29,Carcassonne,Hotel de la Cité Carcassonne - MGallery Collection,43.205627,2.362696,https://www.booking.com/hotel/fr/hotel-de-la-cite.en-gb.html,hotel-de-la-cite,8.9,"Set in Carcassonne's circular walls, Hotel de la Cite Carcassonne - MGallery Collection is set in a…","Place Auguste Pierre Pont, 11000 Carcassonne, France",43.2130358,2.3491069,17.96,2.67,16.62
29,Carcassonne,Hôtel du Château & Spa - Teritoria,43.207342,2.366513,https://www.booking.com/hotel/fr/du-chateau-carcassonne.en-gb.html,du-chateau-carcassonne,8.3,Hôtel Du Chateau - Les Collectionneurs is 30 metres from the entrance of the medieval Cité de Carca…,"2 Rue Camille Saint Saens, 11000 Carcassonne, France",43.2130358,2.3491069,17.96,2.67,16.62
29,Carcassonne,Hôtel l'Aragon,43.207799,2.367347,https://www.booking.com/hotel/fr/l-aragon.en-gb.html,l-aragon,8.5,"Situated just 50 metres from the historic centre of Carcassone in the Aude region, Hôtel l'Aragon f…","15 montée Combeleran, 11000 Carcassonne, France",43.2130358,2.3491069,17.96,2.67,16.62
29,Carcassonne,Hôtel Montmorency & Spa,43.207066,2.367087,https://www.booking.com/hotel/fr/montmorency.en-gb.html,montmorency,8.1,Hotel Montmorency is located 30 metres from the entrance to the medieval city of Carcassonne. It of…,"2 Rue Camille Saint Saens, 11000 Carcassonne, France",43.2130358,2.3491069,17.96,2.67,16.62
29,Carcassonne,Hôtel Le Parc - La Table de Franck Putelat,43.201368,2.360262,https://www.booking.com/hotel/fr/ha-tel-restaurant-le-parc-franck-putelat.en-gb.html,ha-tel-restaurant-le-parc-franck-putelat,9.2,"Located 500 metres away from the medieval city of Carcassonne, Hôtel Le Parc - La Table de Franck P…","80, chemin des Anglais, 11000 Carcassonne, France",43.2130358,2.3491069,17.96,2.67,16.62
29,Carcassonne,Hôtel De L'octroi,43.208957,2.368439,https://www.booking.com/hotel/fr/de-l-octroi.en-gb.html,de-l-octroi,8.3,Hôtel De L'octroi is located 150 metres from the entrance to the medieval city of Carcassonne. It o…,"143 rue Trivalle, 11000 Carcassonne, France",43.2130358,2.3491069,17.96,2.67,16.62
29,Carcassonne,Hotel Espace Cite,43.208355,2.36776,https://www.booking.com/hotel/fr/inter-espace-cite.en-gb.html,inter-espace-cite,8.5,"Hotel Espace Cite is just 200 metres from the medieval city centre of Carcassonne, and 500 metres f…","132, Rue Trivalle, 11000 Carcassonne, France",43.2130358,2.3491069,17.96,2.67,16.62
29,Carcassonne,GOOD KNIGHT,43.207746,2.366914,https://www.booking.com/hotel/fr/good-knight.en-gb.html,good-knight,8.7,"Located in Carcassonne, 50 km from Termes Chateau, GOOD KNIGHT provides accommodation with a garden…","17 montée gaston combelean, 11000 Carcassonne, France",43.2130358,2.3491069,17.96,2.67,16.62
29,Carcassonne,Hotel Pont Levis - Franck Putelat,43.205688,2.367025,https://www.booking.com/hotel/fr/pont-levis.en-gb.html,pont-levis,8.7,"Just 50 metres from the main entrance of the medieval city of Carcassonne, this modern hotel featur…","40 Chemin des Anglais, 11000 Carcassonne, France",43.2130358,2.3491069,17.96,2.67,16.62
29,Carcassonne,Mercure Carcassonne La Cité,43.207164,2.369812,https://www.booking.com/hotel/fr/carcassonne-porte-de-la-cite.en-gb.html,carcassonne-porte-de-la-cite,8.6,"Set just a 4-minute walk from the medieval district of Carcassonne, Mercure Carcassonne La Cité off…","18 Rue Camille Saint-Saens, 11000 Carcassonne, France",43.2130358,2.3491069,17.96,2.67,16.62
29,Carcassonne,ibis Styles Carcassonne La Cité,43.207584,2.372714,https://www.booking.com/hotel/fr/inter-les-oliviers.en-gb.html,inter-les-oliviers,8.4,ibis Styles Carcassonne La Cité is located just 700 metres from the medieval city of Carcassonne.,"2 rue Darius Milhaud , 11000 Carcassonne, France",43.2130358,2.3491069,17.96,2.67,16.62
29,Carcassonne,514 Appart Hotel,43.205485,2.372206,https://www.booking.com/hotel/fr/514-appart.en-gb.html,514-appart,8.4,"Offering a terrace and views of the mountains, 514 Appart Hotel is situated in Carcassonne in the L…","7 Chemin De Montlegun, 11000 Carcassonne, France",43.2130358,2.3491069,17.96,2.67,16.62
29,Carcassonne,ibis budget Carcassonne La Cité,43.207655,2.378808,https://www.booking.com/hotel/fr/ibis-budget-carcassonne-la-cite.en-gb.html,ibis-budget-carcassonne-la-cite,7.8,"Ibis budget Carcassonne La Cité is located in Carcassonne, a 15-minute walk from the medieval city…","211 Avenue Du General Leclerc, 11000 Carcassonne, France",43.2130358,2.3491069,17.96,2.67,16.62
29,Carcassonne,Le Meez,43.206838,2.382095,https://www.booking.com/hotel/fr/le-meez-carcassonne.en-gb.html,le-meez-carcassonne,9.1,"Located in Carcassonne, 2.6 km from Memorial House (Maison des Memoires), Le Meez provides accommod…","290 Avenue du Général Leclerc, 11000 Carcassonne, France",43.2130358,2.3491069,17.96,2.67,16.62
29,Carcassonne,ibis Carcassonne Est la Cité,43.209252,2.386748,https://www.booking.com/hotel/fr/ibis-berriac-2.en-gb.html,ibis-berriac-2,8.0,This ibis hotel is a 5-minute drive from Carcassonne city centre and 1 km from the medieval part of…,"11, Rue Camille Flammarion, 11000 Carcassonne, France",43.2130358,2.3491069,17.96,2.67,16.62
29,Carcassonne,Campanile Carcassonne Est - La Cité,43.209178,2.387055,https://www.booking.com/hotel/fr/campanile-carcassonne-est-la-cite.en-gb.html,campanile-carcassonne-est-la-cite,8.1,"Located in Carcassonne, Campanile Carcassonne Est - La Cité is a 20-minute walk from the medieval c…","Rue Camille Flammarion, 11000 Carcassonne, France",43.2130358,2.3491069,17.96,2.67,16.62
29,Carcassonne,Hotel De La Bastide,43.215678,2.349744,https://www.booking.com/hotel/fr/de-la-bastide.en-gb.html,de-la-bastide,8.1,"Hotel De La Bastide is a family-run hotel located in the centre of Carcassonne, a 5-minute walk fro…","81 Rue De La Liberte, 11000 Carcassonne, France",43.2130358,2.3491069,17.96,2.67,16.62
8,Lille,Best Western Le Beffroi,50.615225,3.016736,https://www.booking.com/hotel/fr/best-western-le-beffroi.en-gb.html,best-western-le-beffroi,8.7,"Located in Loos, within 3.7 km of Zoo Lille and 4.2 km of Coilliot House, Best Western Le Beffroi p…","76 Rue Du Marechal Foch , 59120 Loos, France",50.6365654,3.0635282,16.97,0.04,16.95
8,Lille,Mister Bed Lomme,50.647178,2.975873,https://www.booking.com/hotel/fr/nuit-d-lomme.en-gb.html,nuit-d-lomme,4.5,"Set in Lomme, 700 metres from St Philibert Metro Station, Mister Bed Lomme offers accommodation wit…","110 rue du Grand But, 59160 Lomme, France",50.6365654,3.0635282,16.97,0.04,16.95
8,Lille,Babel Community Hôtel Lille - Villeneuve d'Ascq,50.64752,3.127587,https://www.booking.com/hotel/fr/tbc-lille.en-gb.html,tbc-lille,9.0,"Set in Villeneuve d'Ascq, within 5 km of Zénith de Lille and 5.","1 Rue Denis Papin, 59650 Villeneuve d'Ascq, France",50.6365654,3.0635282,16.97,0.04,16.95
8,Lille,Comfort Hotel Lille Lomme,50.647039,2.975132,https://www.booking.com/hotel/fr/kyriad-lille-ouest-lomme.en-gb.html,kyriad-lille-ouest-lomme,6.8,"Located in Lomme, 600 metres from St Philibert Metro Station, Comfort Hotel Lille Lomme provides ac…","110 rue du Grand But, 59160 Lomme, France",50.6365654,3.0635282,16.97,0.04,16.95
8,Lille,Ibis Budget - Lille Villeneuve D'Ascq,50.643398,3.142967,https://www.booking.com/hotel/fr/ibis-budget-lille-villeneuve-d-ascq.en-gb.html,ibis-budget-lille-villeneuve-d-ascq,6.9,"Located in Villeneuve D’Ascq, just a 15-minute drive from Lille, ibis budget Lille Villeneuve D’Asc…","9 Boulevard de Mons ZAC du Tir à Loques, 59650 Villeneuve d'Ascq, France",50.6365654,3.0635282,16.97,0.04,16.95
8,Lille,Campanile Lille - Lomme,50.6533,2.983496,https://www.booking.com/hotel/fr/campanile-lille-lomme.en-gb.html,campanile-lille-lomme,7.4,"Located on the outskirts of Lomme, this Campanile hotel offers contemporary guest rooms with free W…","20 Rue Du Château D'isenghien, 59160 Lomme, France",50.6365654,3.0635282,16.97,0.04,16.95
8,Lille,Twenty Business Flats Lille Grand Stade,50.612794,3.132184,https://www.booking.com/hotel/fr/twentys-business-flats-lille-grand-stade.en-gb.html,twentys-business-flats-lille-grand-stade,8.0,"Twenty Business Flats Lille Grand Stade is situated in Villeneuve d'Ascq, 7.8 km from Lille Grand P…","231 Boulevard de Tournai, 59650 Villeneuve d'Ascq, France",50.6365654,3.0635282,16.97,0.04,16.95
8,Lille,Le Manoir,50.474009,3.222325,https://www.booking.com/hotel/fr/le-manoir-orchies.en-gb.html,le-manoir-orchies,8.2,"Located between Lille and Valenciennes, near the A23 motorway and the airport Lille-Lesquin, Le Man…","D 549, 59310 Orchies, France",50.6365654,3.0635282,16.97,0.04,16.95
8,Lille,Hôtel Agena,50.585681,3.0874,https://www.booking.com/hotel/fr/agena.en-gb.html,agena,8.6,"The Hotel Agena is located in a quiet location in the suburbs of Lille, near many restaurants and a…","451 Avenue Du Général Leclerc, 59155 Faches-Thumesnil, France",50.6365654,3.0635282,16.97,0.04,16.95
8,Lille,Zenao Appart'hôtels Villeneuve d'Ascq,50.670199,3.147874,https://www.booking.com/hotel/fr/zenao-appart-hotels-villeneuve-d-ascq.en-gb.html,zenao-appart-hotels-villeneuve-d-ascq,8.7,"Featuring air-conditioned accommodation with a balcony, Zenao Appart'hôtels Villeneuve d'Ascq is lo…","210 Allée des Mannequins, 59650 Villeneuve d'Ascq, France",50.6365654,3.0635282,16.97,0.04,16.95
8,Lille,Najeti Hôtel Lille Nord,50.679863,3.0831,https://www.booking.com/hotel/fr/najeti-lille-nord-bondues12.en-gb.html,najeti-lille-nord-bondues12,8.7,Najeti Hôtel Lille Nord is located in Bondues and features a bar and a terrace.,"57 parc de l'aérodrome, 59910 Bondues, France",50.6365654,3.0635282,16.97,0.04,16.95
8,Lille,Premiere Classe Lille Ouest - Lomme,50.653443,2.982639,https://www.booking.com/hotel/fr/premiere-classe-lille-lomme.en-gb.html,premiere-classe-lille-lomme,6.5,"Located a 9-minute walk from Saint-Philibert Metro Station, this Premiere Classe is 4 km from the c…","22 Rue du Château d'Isenghien - Zone Commerciale Du Grand But, 59160 Lomme, France",50.6365654,3.0635282,16.97,0.04,16.95
8,Lille,Premiere Classe Lille Sud - Seclin,50.547762,3.055693,https://www.booking.com/hotel/fr/premiere-classe-lille-sud-seclin.en-gb.html,premiere-classe-lille-sud-seclin,6.9,"This Premiere Classe hotel is just a 10-minute drive from Lille city centre, 5 km from Lille-Lesqui…","Unexpo - Zac De L'epinette - Rue De L'hôtellerie, 59113 Seclin, France",50.6365654,3.0635282,16.97,0.04,16.95
8,Lille,Premiere Classe Lille Nord Roncq,50.753836,3.137364,https://www.booking.com/hotel/fr/premiere-classe-lille-nord-roncq.en-gb.html,premiere-classe-lille-nord-roncq,6.0,This Premiere Classe hotel is situated a 10-minute drive from the centre of Roubaix and 4 km from t…,"Cit - Avenue De l'Europe, 59223 Roncq, France",50.6365654,3.0635282,16.97,0.04,16.95
8,Lille,Premiere Classe Lille - Villeneuve d’Ascq - Stade Pierre Mauroy,50.613206,3.122129,https://www.booking.com/hotel/fr/lille-est-villeneuve-d-ascq-lezennes.en-gb.html,lille-est-villeneuve-d-ascq-lezennes,7.0,"This Premiere Classe hotel is located in Lezennes, a 10-minute drive from the centre of Lille and a…","Rue De Chanzy, 59260 Lezennes, France",50.6365654,3.0635282,16.97,0.04,16.95
8,Lille,B&B HOTEL Lille Seclin Unexpo,50.546318,3.05542,https://www.booking.com/hotel/fr/b-amp-b-lille-seclin-aeroport.en-gb.html,b-amp-b-lille-seclin-aeroport,7.4,"Set in Seclin, 10 km from Lille, B&B HOTEL Lille Seclin Unexpo features free WiFi access and free p…","ZAC de l'Epinette, 59113 Seclin, France",50.6365654,3.0635282,16.97,0.04,16.95
8,Lille,B&B HOTEL Lille Grand Stade,50.613045,3.133269,https://www.booking.com/hotel/fr/b-amp-b-lille-grand-stade.en-gb.html,b-amp-b-lille-grand-stade,8.2,"Located right beside Lille Grand Stade Stadium, B&B Hotel Lille Grand Stade offers a 24-hour recept…","217 Boulevard de Tournai, 59650 Villeneuve d'Ascq, France",50.6365654,3.0635282,16.97,0.04,16.95
1,Mont Saint Michel,Hotel De France,48.552509,-1.5062,https://www.booking.com/hotel/fr/de-france-vauban.en-gb.html,de-france-vauban,7.2,"Just 100 metres from Pontorson Train Station, Hotel De France is just 10 km from the historic abbey…","50 Bd Clémenceau, 50170 Pontorson, France",48.6359541,-1.51146,16.99,1.47,16.25
1,Mont Saint Michel,Hotel Gabriel,48.615381,-1.51071,https://www.booking.com/hotel/fr/hotel-gabriel.en-gb.html,hotel-gabriel,8.2,Hotel Gabriel is located 1.6 Km from Mont Saint-Michel. It offers free Wi-Fi access and en suite ro…,"Route du Mont Saint Michel, 50170 Le Mont Saint Michel, France",48.6359541,-1.51146,16.99,1.47,16.25
5,Rouen,Hotel Dandy Rouen centre,49.445277,1.086763,https://www.booking.com/hotel/fr/dandy.en-gb.html,dandy,8.1,"This hotel is located in the centre of Rouen, 100 metres from the Old Market Square and the Sainte-…","93 A Rue Cauchoise, 76000 Rouen, France",49.4404591,1.0939658,16.34,0.74,15.97
5,Rouen,ibis Rouen Centre Champ de Mars,49.435723,1.102731,https://www.booking.com/hotel/fr/ibis-rouen-champ-de-mars.en-gb.html,ibis-rouen-champ-de-mars,8.0,"Located just a 10-minute walk from the centre of Rouen, ibis Rouen Champ de Mars offers a sauna and…","12 Avenue Aristide Briand, 76000 Rouen, France",49.4404591,1.0939658,16.34,0.74,15.97
5,Rouen,Mercure Rouen Centre Champ de Mars,49.435558,1.103742,https://www.booking.com/hotel/fr/mercure-rouen-champ-de-mars.en-gb.html,mercure-rouen-champ-de-mars,8.1,This hotel is just a 10-minute walk from the historic city centre and the Rouen Cathedral and offer…,"12 bis Avenue Aristide Briand, 76000 Rouen, France",49.4404591,1.0939658,16.34,0.74,15.97
5,Rouen,Grand Hôtel De La Seine,49.441584,1.081445,https://www.booking.com/hotel/fr/rouencentre.en-gb.html,rouencentre,8.0,"Grand Hôtel De La Seine is just 500 metres from the Gare de Rouen-Orléans, a 15-minute walk from Ro…","14, Quai Gaston Boulet, 76000 Rouen, France",49.4404591,1.0939658,16.34,0.74,15.97
5,Rouen,Best Western Plus Hotel de Dieppe 1880,49.448348,1.093495,https://www.booking.com/hotel/fr/bestwesternhoteldedieppe.en-gb.html,bestwesternhoteldedieppe,8.6,Best Western Hôtel de Dieppe is well renowned around Normandy for its speciality called 'Pressed Du…,"place Bernard Tissot, 76000 Rouen, France",49.4404591,1.0939658,16.34,0.74,15.97
5,Rouen,Hôtel 1er Consul Rouen,49.443585,1.097776,https://www.booking.com/hotel/fr/brit-versan.en-gb.html,brit-versan,7.7,"The Hôtel 1er Consul Rouen is located in the city centre of Rouen, the capital of Normandy, just in…","3 Rue Jean Lecanuet, 76000 Rouen, France",49.4404591,1.0939658,16.34,0.74,15.97
5,Rouen,Brit Hotel Confort Rouen Centre,49.438695,1.109203,https://www.booking.com/hotel/fr/le-relais-des-2-rivieres.en-gb.html,le-relais-des-2-rivieres,7.5,This hotel is located in the centre of Rouen next to the University of Rouen Faculty Of Medicine an…,"33 Boulevard Gambetta, 76000 Rouen, France",49.4404591,1.0939658,16.34,0.74,15.97
5,Rouen,B&B HOTEL Rouen Centre Rive Droite,49.443185,1.079114,https://www.booking.com/hotel/fr/ibis-rouen-centre-rive-droite.en-gb.html,ibis-rouen-centre-rive-droite,7.9,"Located a 20-minute walk from the centre and the cathedral, B&B HOTEL Rouen Centre Rive Droite offe…","56 Quai Gaston Boulet, 76000 Rouen, France",49.4404591,1.0939658,16.34,0.74,15.97
5,Rouen,B&B HOTEL Rouen Centre Rive Gauche,49.431782,1.082408,https://www.booking.com/hotel/fr/ibis-rouen-centre-rive-gauche-st-sever.en-gb.html,ibis-rouen-centre-rive-gauche-st-sever,7.1,"The B&B HOTEL Rouen Centre Rive Gauche is in the St Sever district, 1 km from the Place Jeanne d'Ar…","44 rue Amiral Cécille, 76100 Rouen, France",49.4404591,1.0939658,16.34,0.74,15.97
5,Rouen,ibis Rouen Centre Rive Droite Pasteur,49.4435,1.07581,https://www.booking.com/hotel/fr/ibis-rouen-centre-rive-droite-pasteur.en-gb.html,ibis-rouen-centre-rive-droite-pasteur,8.2,"Ibis Rouen Centre Rive Droite Pasteur is situated in Rouen, within 3.1 km of Voltaire Station, Roue…","7 rue Montaigne, 76000 Rouen, France",49.4404591,1.0939658,16.34,0.74,15.97
5,Rouen,Novotel Suites Rouen Normandie,49.443139,1.075426,https://www.booking.com/hotel/fr/suitehotel-rouen-normandie.en-gb.html,suitehotel-rouen-normandie,8.5,"Located on the banks of the Seine River and 10 minutes from Rouen downtown, this hotel offers free…","10 Quai De Boisguilbert - Îlot Pasteur, 76000 Rouen, France",49.4404591,1.0939658,16.34,0.74,15.97
5,Rouen,Hyatt Place Rouen,49.453286,1.098285,https://www.booking.com/hotel/fr/hyatt-place-rouen.en-gb.html,hyatt-place-rouen,8.6,"Situated in Rouen, less than 1 km from Gare de Rouen Rive Droite, Hyatt Place Rouen features accomm…","77 route de Neufchatel, 76000 Rouen, France",49.4404591,1.0939658,16.34,0.74,15.97
5,Rouen,Holiday Inn Express - Rouen Centre - Rive Gauche by IHG,49.429988,1.072398,https://www.booking.com/hotel/fr/holiday-inn-express-rouen-centre-rive-gauche.en-gb.html,holiday-inn-express-rouen-centre-rive-gauche,8.5,"3.1 km from Hotel de ville de Soteville Station, Rouen, Holiday Inn Express - Rouen Centre - Rive G…","103 Avenue Jean Rondeaux, 76100 Rouen, France",49.4404591,1.0939658,16.34,0.74,15.97
5,Rouen,"Hôtel de Bourgtheroulde, Autograph Collection",49.442178,1.088876,https://www.booking.com/hotel/fr/de-bourgtheroulde.en-gb.html,de-bourgtheroulde,8.7,"This boutique hotel is located in Rouen’s historic centre, next to the Gros Horloge and 2 km from K…","15 Place De La Pucelle, 76000 Rouen, France",49.4404591,1.0939658,16.34,0.74,15.97
